symboling,normalized-losses,bmw,chevrolet,dodge,honda,jaguar,mazda,mercedes-benz,mitsubishi,nissan,peugot,plymouth,porsche,saab,subaru,toyota,volkswagen,volvo,fuel-type,aspiration,two-doors,hardtop,hatchback,sedan,wagon,fwd,rwd,wheel-base,length,width,height,curb-weight,l,ohc,ohcf,ohcv,rotor,num-of-cylinders,engine-size,2bbl,4bbl,idi,mfi,mpfi,spdi,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
3,145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,95.9,173.2,66.3,50.2,2811,0,1,0,0,0,4,156,0,0,0,1,0,0,3.60,3.90,7.0,145,5000,19,24,12964
2,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,86.6,144.6,63.9,50.8,1713,0,1,0,0,0,4,92,0,0,0,0,0,0,2.91,3.41,9.6,58,4800,49,54,6479
2,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,86.6,144.6,63.9,50.8,1819,0,1,0,0,0,4,92,0,0,0,0,0,0,2.91,3.41,9.2,76,6000,31,38,6855
1,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.7,150.0,64.0,52.6,1837,0,1,0,0,0,4,79,0,0,0,0,0,0,2.91,3.07,10.1,60,5500,38,42,5399
1,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.7,150.0,64.0,52.6,1940,0,1,0,0,0,4,92,0,0,0,0,0,0,2.91,3.41,9.2,76,6000,30,34,6529
1,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.7,150.0,64.0,52.6,1956,0,1,0,0,0,4,92,0,0,0,0,0,0,2.91,3.41,9.2,76,6000,30,34,7129
0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,96.5,163.4,64.0,54.5,2010,0,1,0,0,0,4,92,0,0,0,0,0,0,2.91,3.41,9.2,76,6000,30,34,7295
0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,96.5,157.1,63.9,58.3,2024,0,1,0,0,0,4,92,0,0,0,0,0,0,2.92,3.41,9.2,76,6000,30,34,7295
0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,96.5,167.5,65.2,53.3,2236,0,1,0,0,0,4,110,0,0,0,0,0,0,3.15,3.58,9.0,86,5800,27,33,7895
0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,96.5,167.5,65.2,53.3,2289,0,1,0,0,0,4,110,0,0,0,0,0,0,3.15,3.58,9.0,86,5800,27,33,9095
0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,96.5,175.4,65.2,54.1,2304,0,1,0,0,0,4,110,0,0,0,0,0,0,3.15,3.58,9.0,86,5800,27,33,8845
0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,96.5,175.4,62.5,54.1,2372,0,1,0,0,0,4,110,0,0,0,0,0,0,3.15,3.58,9.0,86,5800,27,33,10295
0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,96.5,175.4,65.2,54.1,2465,0,1,0,0,0,4,110,0,0,0,0,1,0,3.15,3.58,9.0,101,5800,24,28,12945
1,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,96.5,169.1,66.0,51.0,2293,0,1,0,0,0,4,110,1,0,0,0,0,0,3.15,3.58,9.1,100,5500,25,31,10345
0,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,113.0,199.6,69.6,52.8,4066,0,0,0,0,0,6,258,0,0,0,0,1,0,3.63,4.17,8.1,176,4750,15,19,32250
1,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.1,159.1,64.2,54.1,1890,0,1,0,0,0,4,91,1,0,0,0,0,0,3.03,3.15,9.0,68,5000,30,31,5195
1,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.1,159.1,64.2,54.1,1900,0,1,0,0,0,4,91,1,0,0,0,0,0,3.03,3.15,9.0,68,5000,31,38,6095
1,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.1,159.1,64.2,54.1,1905,0,1,0,0,0,4,91,1,0,0,0,0,0,3.03,3.15,9.0,68,5000,31,38,6795
1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,93.1,166.8,64.2,54.1,1945,0,1,0,0,0,4,91,1,0,0,0,0,0,3.03,3.15,9.0,68,5000,31,38,6695
1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,93.1,166.8,64.2,54.1,1950,0,1,0,0,0,4,91,1,0,0,0,0,0,3.08,3.15,9.0,68,5000,31,38,7395
3,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,95.3,169.0,65.7,49.6,2380,0,0,0,0,1,2,70,0,1,0,0,0,0,,,9.4,101,6000,17,23,10945
3,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,95.3,169.0,65.7,49.6,2380,0,0,0,0,1,2,70,0,1,0,0,0,0,,,9.4,101,6000,17,23,11845
3,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,95.3,169.0,65.7,49.6,2385,0,0,0,0,1,2,70,0,1,0,0,0,0,,,9.4,101,6000,17,23,13645
3,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,95.3,169.0,65.7,49.6,2500,0,0,0,0,1,2,80,0,0,0,0,1,0,,,9.4,135,6000,16,23,15645
1,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,98.8,177.8,66.5,53.7,2385,0,1,0,0,0,4,122,1,0,0,0,0,0,3.39,3.39,8.6,84,4800,26,32,8845
0,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,98.8,177.8,66.5,55.5,2410,0,1,0,0,0,4,122,1,0,0,0,0,0,3.39,3.39,8.6,84,4800,26,32,8495
1,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,98.8,177.8,66.5,53.7,2385,0,1,0,0,0,4,122,1,0,0,0,0,0,3.39,3.39,8.6,84,4800,26,32,10595
0,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,98.8,177.8,66.5,55.5,2410,0,1,0,0,0,4,122,1,0,0,0,0,0,3.39,3.39,8.6,84,4800,26,32,10245
0,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,98.8,177.8,66.5,55.5,2425,0,1,0,0,0,4,122,1,0,0,0,0,0,3.39,3.39,8.6,84,4800,26,32,11245
0,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,104.9,175.0,66.1,54.4,2670,0,1,0,0,0,4,140,0,0,0,0,1,0,3.76,3.16,8.0,120,5000,19,27,18280
-1,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,110.0,190.9,70.3,56.5,3515,0,1,0,0,0,5,183,0,0,1,0,0,0,3.58,3.64,21.5,123,4350,22,25,25552
-1,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,110.0,190.9,70.3,58.7,3750,0,1,0,0,0,5,183,0,0,1,0,0,0,3.58,3.64,21.5,123,4350,22,25,28248
0,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,106.7,187.5,70.3,54.9,3495,0,1,0,0,0,5,183,0,0,1,0,0,0,3.58,3.64,21.5,123,4350,22,25,28176
-1,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,115.6,202.6,71.7,56.3,3770,0,1,0,0,0,5,183,0,0,1,0,0,0,3.58,3.64,21.5,123,4350,22,25,31600
3,142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,96.6,180.3,70.5,50.8,3685,0,0,0,1,0,8,234,0,0,0,0,1,0,3.46,3.10,8.3,155,4750,16,18,35056
2,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.7,157.3,64.4,50.8,1918,0,1,0,0,0,4,92,1,0,0,0,0,0,2.97,3.23,9.4,68,5500,37,41,5389
2,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.7,157.3,64.4,50.8,1944,0,1,0,0,0,4,92,1,0,0,0,0,0,2.97,3.23,9.4,68,5500,31,38,6189
2,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.7,157.3,64.4,50.8,2004,0,1,0,0,0,4,92,1,0,0,0,0,0,2.97,3.23,9.4,68,5500,31,38,6669
1,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,93.0,157.3,63.8,50.8,2145,0,1,0,0,0,4,98,0,0,0,0,0,1,3.03,3.39,7.6,102,5500,24,30,7689
3,153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,96.3,173.0,65.4,49.4,2370,0,1,0,0,0,4,110,0,0,0,0,0,1,3.17,3.46,7.5,116,5500,23,30,9959
3,153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,96.3,173.0,65.4,49.4,2328,0,1,0,0,0,4,122,1,0,0,0,0,0,3.35,3.46,8.5,88,5000,25,32,8499
1,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,96.3,172.4,65.4,51.6,2365,0,1,0,0,0,4,122,1,0,0,0,0,0,3.35,3.46,8.5,88,5000,25,32,6989
1,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,96.3,172.4,65.4,51.6,2405,0,1,0,0,0,4,122,1,0,0,0,0,0,3.35,3.46,8.5,88,5000,25,32,8189
1,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,96.3,172.4,65.4,51.6,2403,0,1,0,0,0,4,110,0,0,0,0,0,1,3.17,3.46,7.5,116,5500,23,30,9279
-1,137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,96.3,172.4,65.4,51.6,2403,0,1,0,0,0,4,110,0,0,0,0,0,1,3.17,3.46,7.5,116,5500,23,30,9279
1,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1889,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,5499
1,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,2017,0,1,0,0,0,4,103,0,0,1,0,0,0,2.99,3.47,21.9,55,4800,45,50,7099
1,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1918,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,6649
1,122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1938,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,6849
1,103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,94.5,170.2,63.8,53.5,2024,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,7349
1,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1951,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,7299
1,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,94.5,165.6,63.8,53.3,2028,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,7799
1,122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,94.5,165.3,63.8,54.5,1971,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,7499
1,103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,94.5,170.2,63.8,53.5,2037,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,7999
2,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,95.1,162.4,63.8,53.3,2008,0,1,0,0,0,4,97,1,0,0,0,0,0,3.15,3.29,9.4,69,5200,31,37,8249
0,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,97.2,173.4,65.2,54.7,2324,0,1,0,0,0,4,120,1,0,0,0,0,0,3.33,3.47,8.5,97,5200,27,34,8949
0,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,97.2,173.4,65.2,54.7,2302,0,1,0,0,0,4,120,1,0,0,0,0,0,3.33,3.47,8.5,97,5200,27,34,9549
0,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,100.4,181.7,66.5,55.1,3095,0,0,0,1,0,6,181,0,0,0,0,1,0,3.43,3.27,9.0,152,5200,17,22,13499
0,108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.4,184.6,66.5,56.1,3296,0,0,0,1,0,6,181,0,0,0,0,1,0,3.43,3.27,9.0,152,5200,17,22,14399
0,108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,100.4,184.6,66.5,55.1,3060,0,0,0,1,0,6,181,0,0,0,0,1,0,3.43,3.27,9.0,152,5200,19,25,13499
3,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,91.3,170.7,67.9,49.7,3071,0,0,0,1,0,6,181,0,0,0,0,1,0,3.43,3.27,9.0,160,5200,19,25,17199
3,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,91.3,170.7,67.9,49.7,3139,0,0,0,1,0,6,181,0,0,0,0,1,0,3.43,3.27,7.8,200,5200,17,23,19699
1,231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,99.2,178.5,67.9,49.7,3139,0,0,0,1,0,6,181,0,0,0,0,1,0,3.43,3.27,9.0,160,5200,19,25,18399
0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,107.9,186.7,68.4,56.7,3020,1,0,0,0,0,4,120,0,0,0,0,1,0,3.46,3.19,8.4,97,5000,19,24,11900
0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,107.9,186.7,68.4,56.7,3197,1,0,0,0,0,4,152,0,0,1,0,0,0,3.70,3.52,21.0,95,4150,28,33,13200
0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,107.9,186.7,68.4,56.7,3075,1,0,0,0,0,4,120,0,0,0,0,1,0,3.46,2.19,8.4,95,5000,19,24,15580
0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,107.9,186.7,68.4,56.7,3252,1,0,0,0,0,4,152,0,0,1,0,0,0,3.70,3.52,21.0,95,4150,28,33,16900
0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,107.9,186.7,68.4,56.7,3075,1,0,0,0,0,4,120,0,0,0,0,1,0,3.46,3.19,8.4,97,5000,19,24,16630
0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,107.9,186.7,68.4,56.7,3252,1,0,0,0,0,4,152,0,0,1,0,0,0,3.70,3.52,21.0,95,4150,28,33,17950
0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,108.0,186.7,68.3,56.0,3130,1,0,0,0,0,4,134,0,0,0,0,1,0,3.61,3.21,7.0,142,5600,18,24,18150
1,119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,93.7,157.3,63.8,50.8,1918,0,1,0,0,0,4,90,1,0,0,0,0,0,2.97,3.23,9.4,68,5500,37,41,5572
1,119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,93.7,157.3,63.8,50.8,2128,0,1,0,0,0,4,98,0,0,0,0,0,1,3.03,3.39,7.6,102,5500,24,30,7957
1,154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,93.7,157.3,63.8,50.6,1967,0,1,0,0,0,4,90,1,0,0,0,0,0,2.97,3.23,9.4,68,5500,31,38,6229
1,154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,93.7,167.3,63.8,50.8,1989,0,1,0,0,0,4,90,1,0,0,0,0,0,2.97,3.23,9.4,68,5500,31,38,6692
1,154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,93.7,167.3,63.8,50.8,2191,0,1,0,0,0,4,98,1,0,0,0,0,0,2.97,3.23,9.4,68,5500,31,38,7609
-1,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,103.3,174.6,64.6,59.8,2535,0,1,0,0,0,4,122,1,0,0,0,0,0,3.35,3.46,8.5,88,5000,24,30,8921
3,186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,94.5,168.9,68.3,50.2,2778,0,1,0,0,0,4,151,0,0,0,0,1,0,3.94,3.11,9.5,143,5500,19,27,22018
3,150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,99.1,186.6,66.5,56.1,2658,0,1,0,0,0,4,121,0,0,0,0,1,0,3.54,3.07,9.31,110,5250,21,28,11850
2,104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,99.1,186.6,66.5,56.1,2695,0,1,0,0,0,4,121,0,0,0,0,1,0,3.54,3.07,9.3,110,5250,21,28,12170
3,150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,99.1,186.6,66.5,56.1,2707,0,1,0,0,0,4,121,0,0,0,0,1,0,2.54,2.07,9.3,110,5250,21,28,15040
2,104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,99.1,186.6,66.5,56.1,2758,0,1,0,0,0,4,121,0,0,0,0,1,0,3.54,3.07,9.3,110,5250,21,28,15510
3,150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,99.1,186.6,66.5,56.1,2808,0,0,0,0,0,4,121,0,0,0,0,1,0,3.54,3.07,9.0,160,5500,19,26,18150
2,104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,99.1,186.6,66.5,56.1,2847,0,0,0,0,0,4,121,0,0,0,0,1,0,3.54,3.07,9.0,160,5500,19,26,18620
2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,93.7,156.9,63.4,53.7,2050,0,0,1,0,0,4,97,1,0,0,0,0,0,3.62,2.36,9.0,69,4900,31,36,5118
2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,93.7,157.9,63.6,53.7,2120,0,0,1,0,0,4,108,1,0,0,0,0,0,3.62,2.64,8.7,73,4400,26,31,7053
2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,93.3,157.3,63.8,55.7,2240,0,0,1,0,0,4,108,1,0,0,0,0,0,3.62,2.64,8.7,73,4400,26,31,7603
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,97.2,172.0,65.4,52.5,2145,0,0,1,0,0,4,108,1,0,0,0,0,0,3.62,2.64,9.5,82,4800,32,37,7126
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,97.2,172.0,65.4,52.5,2190,0,0,1,0,0,4,108,1,0,0,0,0,0,3.62,2.64,9.5,82,4400,28,33,7775
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,97.2,172.0,65.4,52.5,2340,0,0,1,0,0,4,108,0,0,0,0,1,0,3.62,2.64,9.0,94,5200,26,32,9960
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,97.0,172.0,65.4,54.3,2385,0,0,1,0,0,4,108,1,0,0,0,0,0,3.62,2.64,9.0,82,4800,24,25,9233
